"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"Adult16wk"	"Adult6wk"	"E13.5"	"Sham12wk"	"TAC4wk12wk"	"log2fold_Adult16wk_E13.5"	"log2fold_Adult6wk_E13.5"	"log2fold_Sham12wk_E13.5"	"log2fold_TAC4wk12wk_E13.5"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR33"	"countData.SRR34"	"countData.SRR35"	"countData.SRR36"	"countData.SRR37"	"countData.SRR38"	"countData.SRR39"	"countData.SRR40"	"countData.SRR41"	"countData.SRR42"	"countData.SRR43"	"countData.SRR44"	"countData.SRR45"	"countData.SRR46"	"countData.SRR47"	"countData.SRR48"	"countData.SRR49"	"countData.SRR50"	"countData.SRR51"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000041058:E018"	"ENSMUSG00000041058"	"E018"	4.25169980062163	0.00592041103490979	16.2174744001628	0.00274080634518171	0.00586262164417791	2.89918035920022	5.52779560377834	4.95319816843343	4.48927494830578	1.90647388289904	-0.772715254884979	0.15834392977593	-0.141877884054344	-1.37745357424534	"chr4"	19640195	19640279	85	"-"	14	8	6	12	14	10	11	4	1	2	1	6	3	0	2	1	0	3	1	12	8	5	11	5	2	2	4	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E019"	"ENSMUSG00000041058"	"E019"	3.88619506908794	0.0677839875046944	5.98186385008069	0.200506792252618	0.271709488365053	2.89561426075619	3.90914395687849	5.4758362192327	3.67440053080322	2.96822515554752	-0.919209870019794	-0.486226582796868	-0.575570399543092	-0.883478764481544	"chr4"	19640361	19640415	55	"-"	9	14	12	16	5	9	16	2	3	4	0	1	2	0	0	1	1	5	0	8	4	10	7	3	3	3	11	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E020"	"ENSMUSG00000041058"	"E020"	12.8484119788607	0.0181961959789146	3.33279207101538	0.503753471549948	0.573485455678581	11.2207246279093	11.694068184396	14.3883526567491	12.3575401561935	13.196083929747	-0.35873557792993	-0.299124516946282	-0.219509830731143	-0.124791566421608	"chr4"	19641734	19641908	175	"-"	28	24	34	28	29	38	35	7	12	1	5	6	5	5	14	2	1	2	3	35	15	22	27	29	12	17	31	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E021"	"ENSMUSG00000041058"	"E021"	10.498575381098	0.0150372765701002	13.3185036388659	0.0098199670290289	0.0188875978743822	5.80563604143625	12.9882784488665	8.88911838114575	9.42431652598551	13.8920576474667	-0.614586208847985	0.547097973845208	0.0843476541839923	0.644148057151897	"chr4"	19643366	19643461	96	"-"	14	16	18	16	17	31	22	7	10	9	4	9	1	2	6	2	1	1	2	19	20	19	17	23	12	28	31	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E022"	"ENSMUSG00000041058"	"E022"	63.9649964854664	0.0110202646082876	26.3104299985144	2.73954972536752e-05	7.55355617919253e-05	66.188387770188	55.2232984492483	49.9896135629877	61.1051198738541	78.4784631815289	0.404949755251234	0.143648687139376	0.289664891062356	0.650668415468777	"chr4"	19650116	19650440	325	"-"	148	107	115	72	87	120	106	30	35	24	24	36	21	28	40	19	29	22	21	129	96	101	164	132	153	127	123	c("ENSMUST00000035982", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E023"	"ENSMUSG00000041058"	"E023"	48.6605285273767	0.0101482169251994	39.8478802177202	4.65356968033212e-08	1.66898702069054e-07	55.9186231735597	35.9986819473547	38.7523027323974	61.7684784548633	38.9909613340986	0.529046798661827	-0.106337955690756	0.672588752669994	0.00885768476179248	"chr4"	19659563	19659747	185	"-"	99	67	69	70	79	112	89	29	20	16	10	21	15	19	18	20	32	16	30	149	89	109	147	62	57	82	64	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E024"	"ENSMUSG00000041058"	"E024"	5.42993557859715	0.0604112289905397	10.6255090186463	0.0311113555185741	0.0533817143250355	4.98641384665724	4.56979984944369	8.266918976555	4.98434381847553	4.00224067297518	-0.729347123063969	-0.855218768385188	-0.729946158670982	-1.04654182143609	"chr4"	19661966	19662032	67	"-"	19	11	15	18	14	24	24	1	0	2	2	5	4	2	3	1	3	2	1	18	13	5	4	6	7	0	14	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E025"	"ENSMUSG00000041058"	"E025"	5.75882475952959	0.0329928096168491	20.1337270380063	0.000469938772019502	0.00112080397126651	7.86838029138634	4.84518769662523	7.96354757739616	2.62534375610892	5.4498758532837	-0.0173445743846981	-0.716858706483451	-1.60090492332433	-0.547187895385544	"chr4"	19662122	19662259	138	"-"	22	9	17	23	13	18	18	9	4	0	0	1	1	2	5	2	1	6	3	7	8	3	3	6	9	7	15	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E026"	"ENSMUSG00000041058"	"E026"	0.947855276011421	0.0136023359321604	6.45713567958148	0.167511298507712	0.232953030286235	0.827960296316899	0.325352623236117	1.38361010356206	0.998535170028982	2.05215032650835	-0.740803961816872	-2.08836136290405	-0.470552306143912	0.568698962914063	"chr4"	19672419	19672527	109	"-"	7	2	3	1	5	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	3	1	3	3	3	5	3	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E027"	"ENSMUSG00000041058"	"E027"	0.362221033560115	0.238466817128319	12.7682667382095	0.0124653833276303	0.0235951898701573	0.000126980664752316	0.326243220037461	0.573772025796113	5.03076085574469e-05	1.46952027450106	-12.1416530803534	-0.814529711341175	-13.4774134001764	1.35679572706252	"chr4"	19672528	19672543	16	"-"	6	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	1	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUST00000108246")
"ENSMUSG00000041058:E028"	"ENSMUSG00000041058"	"E028"	0.87068149804961	0.0772522378856497	8.23052926332139	0.0834894086905055	0.129300155666789	1.2406851276521	0.325703852478104	1.49885044079738	0.372358522464797	1.46630393467005	-0.272719412935027	-2.20222374521815	-2.00909215145072	-0.0316722590968322	"chr4"	19673156	19673294	139	"-"	9	3	3	0	4	3	1	0	0	0	1	0	0	0	1	0	0	1	1	2	0	0	1	5	2	3	0	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E029"	"ENSMUSG00000041058"	"E029"	0.866859036489042	0.0645157024288031	1.6859916537303	0.793260658196493	0.837135694601166	0.829784048298028	0.976341370367169	0.985039649871972	0.498509194992853	0.737439760162904	-0.247445873958155	-0.0127961337904647	-0.982561681828422	-0.417656593600152	"chr4"	19678345	19678435	91	"-"	2	2	2	1	0	2	6	1	0	0	2	0	0	0	1	0	1	0	0	1	2	0	1	3	0	0	2	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E030"	"ENSMUSG00000041058"	"E030"	0.0430231166796376	0.018810924940054	2.10217011691034	0.716973707989478	NA	6.72861274413332e-05	3.88542817049331e-05	3.43640786052687e-05	0.124761569620049	0.146622087418237	0.969407813954595	0.177172313725537	11.8259847106828	12.0589135523093	"chr4"	19678436	19678448	13	"-"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	ENSMUST00000035982
"ENSMUSG00000041058:E031"	"ENSMUSG00000041058"	"E031"	2.10662248274268	0.21030785344074	4.28255751432744	0.369114349522821	0.450300625888454	2.91354147186041	2.3151337387009	1.21911717571318	0.990971788570428	1.51399459365091	1.25693704883478	0.925258738717004	-0.29892090575172	0.312523256017637	"chr4"	19687791	19687886	96	"-"	7	5	1	0	0	0	6	0	0	1	3	1	2	0	2	1	2	1	1	2	2	1	3	4	0	0	6	c("ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E032"	"ENSMUSG00000041058"	"E032"	1.98886587576621	0.00821640847407219	21.0450346729441	0.000310224544285552	0.000762768596001073	2.89799942702549	0.975787189409236	1.64811567532496	0.874567097372579	4.25606663869703	0.814239805991598	-0.756179055537124	-0.914176525628519	1.36870323612513	"chr4"	19708839	19708993	155	"-"	7	3	2	3	4	4	2	1	1	0	1	0	0	0	1	0	1	3	2	3	0	3	1	6	5	8	10	c("ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E033"	"ENSMUSG00000041058"	"E033"	0.1299657429105	0.0191982251531114	5.00953526828641	0.286320515700916	0.363231079758875	8.58877994182858e-05	4.2871059860575e-05	0.131875045307626	0.124998223176816	0.586834240369184	-10.584430761633	-11.5868798850509	-0.0772640020495304	2.15378146178035	"chr4"	19708994	19709004	11	"-"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	c("ENSMUSTTV074090", "ENSMUSTTV074089")
"ENSMUSG00000041616:E001"	"ENSMUSG00000041616"	"E001"	2162.79896381968	0.0046075822496416	69.8603958707806	2.42922305689127e-14	1.2733399979529e-13	1583.57220231901	1597.54361477206	1455.01432933729	1825.03249641676	1936.98715080568	0.122149286731441	0.13482195772097	0.326888791543378	0.412781022496359	"chr4"	148000722	148000954	233	"+"	9134	4601	4297	4144	4840	6017	6502	512	66	149	803	783	417	683	959	780	812	452	672	873	705	675	941	12291	12220	16893	11043	ENSMUST00000103230
"ENSMUSG00000041616:E002"	"ENSMUSG00000041616"	"E002"	2393.07404517804	0.00684822102608718	12.5158229209163	0.0139006545415857	0.025900828970064	2020.09913414525	1897.12771257886	2032.00461098511	1941.44960466065	1750.49968952201	-0.00847758246100305	-0.0990868731660449	-0.0657694169930693	-0.215136869966825	"chr4"	148001058	148001384	327	"+"	11914	8748	5940	5681	6287	7481	8221	600	73	213	870	921	558	910	1212	1038	963	581	844	886	890	687	924	13317	8533	15240	9872	ENSMUST00000103230
"ENSMUSG00000041616:E003"	"ENSMUSG00000041616"	"E003"	1507.20859559489	0.00484009032767804	29.6189363827527	5.85122698197257e-06	1.75536809459177e-05	1220.61591342473	1268.92685869232	1332.6278809507	1078.10530634813	1094.24181742266	-0.126664678423053	-0.070665068566276	-0.305775879346942	-0.284342387027678	"chr4"	148001775	148002079	305	"+"	7312	4007	3694	4192	5215	5574	5770	353	52	155	639	627	336	524	738	643	583	354	520	460	464	429	520	7234	5811	9684	6702	ENSMUST00000103230
"ENSMUSG00000050953:E001"	"ENSMUSG00000050953"	"E001"	181.080891569861	0.00708561307186256	28.2149141863397	1.12823768095786e-05	3.28152057205427e-05	167.645469165882	161.098083216501	152.925249966192	129.987158663133	131.419637620353	0.132586858716423	0.0751126943604194	-0.234457526756476	-0.218645765135246	"chr10"	56377300	56377518	219	"+"	255	141	168	180	222	288	260	132	138	83	69	112	59	98	100	87	100	113	155	165	216	201	217	206	238	248	225	ENSMUST00000068581
"ENSMUSG00000050953:E002"	"ENSMUSG00000050953"	"E002"	3504.01990918294	0.00719214232266038	27.9165650719599	1.29681089285733e-05	3.70406464606556e-05	2860.81256142688	2923.35086679631	3007.14727857148	3284.47622862467	3264.99416432707	-0.0719705510076518	-0.0407725324600303	0.12726779676291	0.118684885852294	"chr10"	56387534	56390419	2886	"+"	5786	3701	3422	3153	3894	4921	4903	2374	2266	1341	1545	1846	1403	1868	1716	1713	1814	1966	1989	4715	6088	4124	5312	5369	5883	5967	5512	ENSMUST00000068581
"ENSMUSG00000053093:E001"	"ENSMUSG00000053093"	"E001"	258.462570889311	0.0339456310859096	189.347613301227	7.319497129323e-40	7.27375027226473e-39	110.144297470591	77.2196613175651	220.536878188997	298.191799660873	188.182471490351	-1.00162511955441	-1.5139797916986	0.435220660240052	-0.228887670947653	"chr14"	54970688	54970766	79	"-"	4232	2523	2093	1972	2118	2803	3765	23	19	25	30	29	18	54	40	43	19	54	24	115	116	87	147	645	548	623	305	ENSMUST00000102803
"ENSMUSG00000053093:E002"	"ENSMUSG00000053093"	"E002"	186.181189774884	0.0184734074921678	538.738998806116	2.79428380144933e-115	1.90410481898761e-113	26.6974348790454	35.3531921003827	160.248973010761	264.062276364312	198.639871249776	-2.58554207321185	-2.18040272161962	0.720563103397797	0.309840120472775	"chr14"	54970767	54970810	44	"-"	3348	2245	1431	1325	1485	1971	2311	11	12	13	12	8	10	11	9	11	10	10	6	108	105	65	137	668	589	692	295	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E003"	"ENSMUSG00000053093"	"E003"	360.489523734877	0.171729174297164	320.72434295582	3.65927923096648e-68	9.18671680616322e-67	3.68482171142565	2.12523541559198	86.9764318557834	1824.39368057709	1052.65842256299	-4.560957802593	-5.35492995975095	4.39064874330311	3.59726903703114	"chr14"	54971377	54971511	135	"-"	2147	1126	676	708	804	1231	1090	1	0	0	1	2	0	2	0	0	0	3	3	55	1008	720	931	2808	5582	3250	698	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E004"	"ENSMUSG00000053093"	"E004"	507.959863947814	0.172062872623363	110.732270576554	5.07938601249647e-23	3.90785020638841e-22	138.676674957322	54.5839935797434	270.469226358649	1705.70865849808	918.785929039566	-0.963739304748149	-2.30891459856799	2.65683488940624	1.76426430699684	"chr14"	54971625	54971720	96	"-"	6369	5129	2258	2172	2213	2219	3141	25	9	17	18	23	11	51	50	50	33	84	26	43	937	673	886	2759	4614	3046	334	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E005"	"ENSMUSG00000053093"	"E005"	4880.33210110826	0.0442427974854902	393.293537228934	7.821377090736e-84	2.86984374790852e-82	8922.47560402185	9621.74575930203	613.681169063897	435.18862229038	2356.14209550179	3.86188283177376	3.97073745893091	-0.495848475949267	1.94086532876538	"chr14"	54972688	54972963	276	"-"	9702	9641	5834	5666	5636	7229	9038	3622	3077	3151	2592	2773	2739	3621	2706	2999	3268	2865	3581	187	119	140	235	2600	19659	5417	1073	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E006"	"ENSMUSG00000053093"	"E006"	1025.35428697516	0.0213923133262043	181.007280532745	4.53113302095851e-38	4.41091928774941e-37	448.181809395463	548.940709443355	733.015382757019	489.151726597452	1164.60931460222	-0.709759379906944	-0.417193140931962	-0.5835614402659	0.667930683087365	"chr14"	54973071	54973196	126	"-"	12922	10380	7415	5540	7017	9633	11199	184	182	165	128	162	199	171	131	121	166	220	150	188	159	195	205	2202	8332	2572	830	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E007"	"ENSMUSG00000053093"	"E007"	410.680131393115	0.0360276157153871	192.846447117149	1.29595098669646e-40	1.34384482750916e-39	182.610757948809	100.007251099752	358.948582922578	204.249616024728	333.868946928566	-0.975005442307812	-1.84367259459213	-0.813443835850349	-0.104495287138226	"chr14"	54973302	54973505	204	"-"	8212	5049	3359	2352	3516	4393	5035	52	17	36	25	40	19	67	69	59	51	90	53	92	69	53	108	1088	918	1236	523	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E008"	"ENSMUSG00000053093"	"E008"	809.757415473401	0.0127310482804124	57.2793668000705	1.08097859976587e-11	4.86440369894642e-11	931.128111269697	1065.37586291563	322.292475974816	409.934254089163	622.161327733318	1.53060916915538	1.72492008707246	0.347022037952617	0.948918214112522	"chr14"	54973758	54974066	309	"-"	6436	5650	2775	2761	2719	3584	3975	350	406	394	296	237	295	438	261	330	293	308	358	172	136	160	161	1679	2510	2150	808	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E009"	"ENSMUSG00000053093"	"E009"	455.123670577097	0.0201278379983073	222.195453699672	6.3163630319106e-47	7.53226291555339e-46	225.920257383341	179.861659423139	384.906964338149	474.203212392728	280.537350379648	-0.768696137541006	-1.09762209054062	0.300995661218125	-0.456316912705754	"chr14"	54974642	54974766	125	"-"	6810	6507	3479	3623	3355	4488	4792	61	44	40	51	102	41	98	76	70	69	95	74	221	191	121	211	654	1406	806	388	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E010"	"ENSMUSG00000053093"	"E010"	70.5158134032192	0.0365516648228131	330.064349379846	3.52881955969971e-70	9.35137183320424e-69	3.27080363771868	9.6285043333632	63.855146756282	136.176144346826	67.8329250139804	-4.28708585142598	-2.72941929042774	1.09259917915944	0.0871827978556685	"chr14"	54974912	54975077	166	"-"	1246	741	593	762	613	785	818	2	2	2	4	5	3	0	1	1	3	1	1	69	64	38	40	213	194	225	131	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E011"	"ENSMUSG00000053093"	"E011"	85.2074383538887	0.0588248694916647	531.791086998082	8.89967234847917e-114	5.30642963778071e-112	10.7806318676249	17.6842018078147	3.43696934767476	283.245882515522	312.085203813942	1.64923284857979	2.36325221285936	6.36477418861355	6.50465916422221	"chr14"	54975234	54975417	184	"-"	56	48	29	67	21	37	33	4	4	10	5	7	3	8	3	5	2	2	3	122	76	83	166	1337	1079	712	399	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E012"	"ENSMUSG00000053093"	"E012"	2141.83188902804	0.0138309952170384	235.042372874231	1.08390997717877e-49	1.43618071976186e-48	2992.50945465706	3764.5787884096	591.537224172782	843.078435438483	1198.01228683894	2.33881494303717	2.66994759126276	0.511197900785947	1.01810184226427	"chr14"	54975879	54976075	197	"-"	11863	9846	5960	4369	4883	6739	7945	1196	1341	1254	1045	1304	899	1145	804	1002	1053	1049	1379	357	308	236	420	2468	7864	3063	846	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E013"	"ENSMUSG00000053093"	"E013"	605.502594562599	0.0349767463392014	306.492484047864	4.3074208756462e-65	8.93321633775322e-64	188.216086227845	150.188456016068	537.596349697609	991.599390768295	417.041007787179	-1.51413340631445	-1.83974941541088	0.883234042854795	-0.366334090838831	"chr14"	54978583	54978701	119	"-"	12658	9033	5078	4429	4883	5027	5765	63	41	49	40	59	31	80	61	54	56	105	45	426	416	288	410	1442	1167	1427	661	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E014"	"ENSMUSG00000053093"	"E014"	707.810782679448	0.0270352463410931	359.65286661548	1.44422291092361e-76	4.59262885673709e-75	243.383293494809	161.643514263114	638.35548743695	873.648715294222	492.83283941994	-1.3911299150073	-1.98154443351017	0.452693248372724	-0.373261664096422	"chr14"	54978867	54978993	127	"-"	13589	10164	5730	4956	5650	7359	8502	58	44	64	41	61	35	93	74	73	73	129	79	382	360	260	353	1730	1317	1722	774	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E015"	"ENSMUSG00000053093"	"E015"	3476.42658910625	0.0110950376100487	849.151408823942	1.73017985207829e-182	2.06323947360336e-180	7097.32394273775	5699.00808695752	575.557698910108	837.032760606578	1279.98800798054	3.62424268766812	3.30767837086177	0.540323525582457	1.15309782487095	"chr14"	54979173	54979562	390	"-"	13329	8580	5735	4034	5390	7265	6496	2232	2000	1984	1267	1428	1726	2613	2109	2303	2501	2251	3487	354	316	254	378	2518	7438	3909	1217	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E016"	"ENSMUSG00000053093"	"E016"	280.824365779572	0.0335937154538437	294.534225712439	1.63587588934958e-62	3.12125119687901e-61	68.1933560949529	47.3638246794814	296.703357273651	99.257885058717	133.404844998853	-2.12131815826602	-2.64716376141993	-1.57976763157646	-1.15321018807962	"chr14"	54980321	54980411	91	"-"	5990	4487	2629	2632	2970	3312	3782	19	12	14	13	21	10	33	15	20	19	41	18	33	20	44	56	442	417	410	236	c("ENSMUST00000102803", "ENSMUST00000168485")
"ENSMUSG00000053093:E017"	"ENSMUSG00000053093"	"E017"	58.8103577976912	0.0307629461363107	82.218520533415	5.9000096678051e-17	3.47445013770745e-16	67.29607904125	49.0559536698088	30.9705038879588	141.00514861727	22.9012161279668	1.11962759391946	0.663533383825172	2.18678108083011	-0.435470643665716	"chr14"	54981174	54982165	992	"-"	670	372	257	240	351	393	466	17	12	16	12	23	12	22	21	29	15	34	23	64	42	35	82	71	69	63	54	ENSMUST00000149852
"ENSMUSG00000053093:E018"	"ENSMUSG00000053093"	"E018"	467.494580855476	0.0391017496455042	301.758484897541	4.52351456518977e-64	8.99048519831468e-63	160.317849186914	70.9085739622984	395.20740961698	500.596978811437	467.825714573913	-1.30167493712329	-2.47857800814755	0.34103958833788	0.243361167445183	"chr14"	54982166	54982311	146	"-"	7205	6001	3523	3424	3673	4765	5772	34	9	25	22	25	18	52	63	52	45	79	51	222	156	165	235	1663	1162	1591	823	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E019"	"ENSMUSG00000053093"	"E019"	518.846558304428	0.0478212049940738	215.641733340888	1.62444402628888e-45	1.84490428699952e-44	152.02235540509	97.5118325981577	516.306539160726	188.935098299291	322.243137862612	-1.7639443778461	-2.40457867153996	-1.45033713558154	-0.680078233475935	"chr14"	54983242	54983418	177	"-"	9608	8152	4739	4659	4804	5843	6849	40	11	21	33	56	23	51	46	42	54	90	42	70	74	62	86	1166	839	1107	507	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E020"	"ENSMUSG00000053093"	"E020"	933.777709001856	0.0337691758580943	509.664046464378	5.44268755123297e-109	2.88462440215348e-107	189.028310898164	79.5168952625925	933.295233035173	322.588368006899	749.983637338804	-2.30373120275871	-3.55300019372048	-1.53263910852221	-0.315474406642623	"chr14"	54983543	54983785	243	"-"	17014	14650	8719	8739	8331	10542	12636	41	13	26	18	33	19	66	63	53	64	99	59	144	121	87	154	2505	1981	2747	1207	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E021"	"ENSMUSG00000053093"	"E021"	965.213975014925	0.0408119886959625	265.559139700937	2.89038237058445e-56	4.75418065782339e-55	362.568821217848	162.402431075224	915.354463385588	340.264023615892	691.130630751161	-1.33607565607959	-2.49475729418605	-1.42767590114387	-0.405372102732457	"chr14"	54984551	54984806	256	"-"	18280	11532	9359	6724	9240	12231	13583	67	21	63	34	74	46	135	126	115	120	184	90	144	147	94	145	2509	1977	2127	1157	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E022"	"ENSMUSG00000053093"	"E022"	260.39775757577	0.0445086206339389	247.307641559446	2.47476271211305e-52	3.57715701114523e-51	66.2320638092252	35.3453974402098	284.602087340628	73.6441818859243	97.157462884097	-2.10334452416171	-3.00935197353764	-1.95030278539285	-1.55054952113491	"chr14"	54985054	54985190	137	"-"	5538	4568	2282	2796	2485	3254	3721	11	5	24	8	13	5	25	17	21	20	37	22	34	34	18	29	330	233	349	176	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E023"	"ENSMUSG00000053093"	"E023"	478.186273504819	0.0506626885078636	424.279016981838	1.57632596289355e-90	6.26589570250186e-89	873.657333382684	1126.86976927852	66.9751534635083	10.2867355308302	48.3655715125604	3.70536964869614	4.07255100293327	-2.70284076250309	-0.469645535165606	"chr14"	54985461	54985584	124	"-"	1098	1208	543	661	633	720	829	333	408	350	306	422	287	366	240	264	317	248	446	7	0	5	4	40	455	70	25	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E024"	"ENSMUSG00000053093"	"E024"	4.47485427656624	0.00577201414181457	44.9964360206836	3.98274952231496e-09	1.59644665726406e-08	5.13397895884257	8.01398092870126	1.26531317673487	10.9196819491445	1.86792664149213	2.02058287366078	2.66302456700731	3.10936442175954	0.561943288134972	"chr14"	54985725	54985842	118	"-"	28	17	13	8	10	18	17	3	2	6	0	2	2	2	0	3	1	1	4	4	6	4	3	7	6	2	6	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E025"	"ENSMUSG00000053093"	"E025"	35.4048286486383	0.0325770300950528	289.81377899308	1.70534911820639e-61	3.12865972840172e-60	42.6517174494175	56.0805125589996	7.17131099614751	182.894898629727	9.63322609590762	2.5722950464701	2.96719074620932	4.6726341413686	0.42578214296239	"chr14"	54985843	54986459	617	"-"	139	67	77	68	76	99	107	17	20	12	19	23	14	21	15	17	14	6	18	72	95	41	78	23	29	26	30	ENSMUST00000149852
"ENSMUSG00000053093:E026"	"ENSMUSG00000053093"	"E026"	264.459533288487	0.0302856335230972	222.236938754089	6.18783995265852e-47	7.53226291555339e-46	103.6296462234	72.7619682159547	272.315692546019	151.130206703569	70.5462601481684	-1.39384333571653	-1.90402364833148	-0.849488078223072	-1.9486386132367	"chr14"	54986460	54986547	88	"-"	4906	2655	2026	2865	3325	3860	4297	29	15	29	22	34	8	37	44	25	37	44	34	57	73	47	56	220	231	235	113	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E027"	"ENSMUSG00000053093"	"E027"	89.6229629136482	0.0355864563255333	250.78363553663	4.41310669374534e-53	6.63057832336846e-52	77.4980978028925	122.240531245378	25.3078536997499	515.052351380518	40.6518201555749	1.61457573873118	2.27206565217538	4.34706201322506	0.683734788340591	"chr14"	54986548	54986868	321	"-"	432	282	251	275	293	313	347	40	37	40	43	39	29	27	27	28	25	22	37	206	247	132	218	99	131	96	129	ENSMUST00000149852
"ENSMUSG00000053093:E028"	"ENSMUSG00000053093"	"E028"	356.872617429694	0.0184699410501665	710.030473073006	2.34590470168387e-152	1.86499423783867e-150	44.3763774896296	34.767031631542	403.527791147433	124.984313819771	144.191501940937	-3.18480422791561	-3.53687623418332	-1.6909209954744	-1.48468189548363	"chr14"	54986869	54986936	68	"-"	7586	4653	3352	4014	4412	5314	6055	11	9	14	11	12	8	16	17	13	13	19	17	44	55	38	57	504	442	445	235	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
"ENSMUSG00000053093:E029"	"ENSMUSG00000053093"	"E029"	33.7509426186634	0.0398691188820579	142.360066758469	8.81701054637863e-30	7.64675278295019e-29	37.2300888799296	56.1171997440185	9.71671864272535	120.002533947265	11.4976257015144	1.93792796046167	2.52990192017446	3.62645186477719	0.242794870635961	"chr14"	54986937	54987220	284	"-"	229	86	89	78	94	126	175	13	24	12	16	25	15	16	13	12	8	10	21	53	57	24	55	29	39	25	36	ENSMUST00000149852
"ENSMUSG00000053093:E030"	"ENSMUSG00000053093"	"E030"	963.129832482798	0.00892688513133538	312.866028935154	1.81593726315238e-66	3.93728215692584e-65	901.18882833599	1039.66860796985	623.338438160424	140.55458809491	385.40778166701	0.531813749920853	0.738036161456616	-2.14888513118298	-0.693629978268181	"chr14"	54987221	54987418	198	"-"	12661	6811	5670	5719	6749	8224	9274	371	387	357	233	368	238	288	257	253	376	318	448	59	37	42	82	781	2136	1150	439	c("ENSMUST00000102803", "ENSMUST00000168485", "ENSMUST00000149852")
